	row number	reason	data
3476	4396	Invalid end date	{'account_no': 4396, 'customer_number': 16109, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3103.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/7/21', 'cool_off': nan, 'billing_start': '16/7/21', 'billing_end': nan}
3477	4398	Invalid end date	{'account_no': 4398, 'customer_number': 952, 'age_group': '55-59', 'state': 'NSW', 'postcode': 2478.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '31/3/21', 'cool_off': '19/4/21', 'billing_start': '13/5/21', 'billing_end': nan}
3478	4399	Invalid end date	{'account_no': 4399, 'customer_number': 1972, 'age_group': '35-39', 'state': 'QLD', 'postcode': 4209.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '25/2/20', 'cool_off': '10/3/20', 'billing_start': '6/5/20', 'billing_end': nan}
3479	4400	Invalid start date	{'account_no': 4400, 'customer_number': 4955, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3071.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '11/1/21', 'cool_off': '27/1/21', 'billing_start': nan, 'billing_end': '29/1/21'}
3480	4404	Invalid end date	{'account_no': 4404, 'customer_number': 16204, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3183.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '19/11/20', 'cool_off': '3/12/20', 'billing_start': '2/12/20', 'billing_end': nan}
3481	4405	Invalid end date	{'account_no': 4405, 'customer_number': 16826, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3004.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '5/10/20', 'cool_off': nan, 'billing_start': '26/10/20', 'billing_end': nan}
3482	4406	Invalid end date	{'account_no': 4406, 'customer_number': 8839, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3072.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 100, 'sale_date': '28/1/20', 'cool_off': '12/2/20', 'billing_start': '15/2/20', 'billing_end': nan}
3483	4407	Invalid end date	{'account_no': 4407, 'customer_number': 15754, 'age_group': '30-34', 'state': 'QLD', 'postcode': 4077.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '12/3/21', 'cool_off': '26/3/21', 'billing_start': '29/3/21', 'billing_end': nan}
3484	4408	Invalid end date	{'account_no': 4408, 'customer_number': 13413, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3033.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/12/20', 'cool_off': '30/12/20', 'billing_start': '31/12/20', 'billing_end': nan}
3485	4410	Invalid start date	{'account_no': 4410, 'customer_number': 10034, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3095.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '22/6/21', 'cool_off': '6/7/21', 'billing_start': nan, 'billing_end': '30/6/21'}
3486	4411	Invalid end date	{'account_no': 4411, 'customer_number': 15633, 'age_group': '50-54', 'state': 'NSW', 'postcode': 2730.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '9/7/21', 'cool_off': '23/7/21', 'billing_start': '4/8/21', 'billing_end': nan}
3487	4412	Invalid start date	{'account_no': 4412, 'customer_number': 7194, 'age_group': '>69', 'state': 'VIC', 'postcode': 3088.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '26/1/21', 'cool_off': nan, 'billing_start': nan, 'billing_end': '26/1/21'}
3488	4413	Invalid start date&Invalid end date	{'account_no': 4413, 'customer_number': 7194, 'age_group': '>69', 'state': 'VIC', 'postcode': 3088.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '18/1/21', 'cool_off': '2/2/21', 'billing_start': nan, 'billing_end': nan}
3489	4414	Invalid end date	{'account_no': 4414, 'customer_number': 7194, 'age_group': '>69', 'state': 'VIC', 'postcode': 3088.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '20/1/21', 'cool_off': '4/2/21', 'billing_start': '1/2/21', 'billing_end': nan}
3490	4415	Invalid end date	{'account_no': 4415, 'customer_number': 2343, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3065.0, 'site_type': 'BUSINESS', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '10/3/21', 'cool_off': nan, 'billing_start': '31/3/21', 'billing_end': nan}
3491	4416	Invalid end date	{'account_no': 4416, 'customer_number': 13838, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3163.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '27/6/20', 'cool_off': '10/7/20', 'billing_start': '9/7/20', 'billing_end': nan}
3492	4418	Invalid end date	{'account_no': 4418, 'customer_number': 16352, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3028.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '23/3/21', 'cool_off': nan, 'billing_start': '24/3/21', 'billing_end': nan}
3493	4419	Invalid start date&Invalid end date	{'account_no': 4419, 'customer_number': 16269, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3028.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '17/3/21', 'cool_off': '31/3/21', 'billing_start': nan, 'billing_end': nan}
3494	4421	Invalid end date	{'account_no': 4421, 'customer_number': 15740, 'age_group': '>69', 'state': 'VIC', 'postcode': 3930.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '9/8/20', 'cool_off': '21/8/20', 'billing_start': '20/8/20', 'billing_end': nan}
3495	4422	Invalid end date	{'account_no': 4422, 'customer_number': 8198, 'age_group': '40-44', 'state': 'SA', 'postcode': 5051.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '22/8/20', 'cool_off': '4/9/20', 'billing_start': '7/9/20', 'billing_end': nan}
3496	4423	Invalid end date	{'account_no': 4423, 'customer_number': 14129, 'age_group': '25-29', 'state': 'QLD', 'postcode': 4226.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '7/5/20', 'cool_off': '21/5/20', 'billing_start': '23/5/20', 'billing_end': nan}
3497	4424	Invalid end date	{'account_no': 4424, 'customer_number': 1856, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3068.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '26/5/20', 'cool_off': '10/6/20', 'billing_start': '10/6/20', 'billing_end': nan}
3498	4425	Invalid end date	{'account_no': 4425, 'customer_number': 6694, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3779.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/1/21', 'cool_off': '28/1/21', 'billing_start': '28/1/21', 'billing_end': nan}
3499	4426	Invalid end date	{'account_no': 4426, 'customer_number': 14183, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3206.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/6/20', 'cool_off': nan, 'billing_start': '10/6/20', 'billing_end': nan}
3500	4427	Invalid end date	{'account_no': 4427, 'customer_number': 4712, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3188.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '14/4/20', 'cool_off': '28/4/20', 'billing_start': '15/5/20', 'billing_end': nan}
3501	4430	Invalid start date&Invalid end date	{'account_no': 4430, 'customer_number': 7220, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3134.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '10/6/20', 'cool_off': '24/6/20', 'billing_start': nan, 'billing_end': nan}
3502	4431	Invalid end date	{'account_no': 4431, 'customer_number': 17146, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3777.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/3/21', 'cool_off': '26/3/21', 'billing_start': '25/3/21', 'billing_end': nan}
3503	4432	Invalid end date	{'account_no': 4432, 'customer_number': 3289, 'age_group': '40-44', 'state': 'QLD', 'postcode': 4510.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '21/5/21', 'cool_off': '4/6/21', 'billing_start': '5/6/21', 'billing_end': nan}
3504	4433	Invalid end date	{'account_no': 4433, 'customer_number': 2320, 'age_group': '<25', 'state': 'SA', 'postcode': 5061.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '6/11/20', 'cool_off': '20/11/20', 'billing_start': '25/11/20', 'billing_end': nan}
3505	4434	Invalid end date	{'account_no': 4434, 'customer_number': 5551, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3922.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '4/4/21', 'cool_off': '19/4/21', 'billing_start': '23/4/21', 'billing_end': nan}
3506	4435	Invalid end date	{'account_no': 4435, 'customer_number': 15500, 'age_group': '35-39', 'state': 'VIC', 'postcode': 3797.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '9/1/21', 'cool_off': '22/1/21', 'billing_start': '21/1/21', 'billing_end': nan}
3507	4436	Invalid end date	{'account_no': 4436, 'customer_number': 2567, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3162.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '5/8/20', 'cool_off': '19/8/20', 'billing_start': '18/8/20', 'billing_end': nan}
3508	4437	Invalid end date	{'account_no': 4437, 'customer_number': 1685, 'age_group': '25-29', 'state': 'VIC', 'postcode': 3183.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '19/11/20', 'cool_off': '3/12/20', 'billing_start': '2/12/20', 'billing_end': nan}
3509	4438	Invalid end date	{'account_no': 4438, 'customer_number': 17715, 'age_group': '>69', 'state': 'NSW', 'postcode': 2000.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '23/7/21', 'cool_off': '6/8/21', 'billing_start': '16/8/21', 'billing_end': nan}
3510	4439	Invalid end date	{'account_no': 4439, 'customer_number': 2938, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3934.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '12/1/21', 'cool_off': '27/1/21', 'billing_start': '28/1/21', 'billing_end': nan}
3511	4441	Invalid end date	{'account_no': 4441, 'customer_number': 4895, 'age_group': '35-39', 'state': 'SA', 'postcode': 5034.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '11/1/21', 'cool_off': '25/1/21', 'billing_start': '1/2/21', 'billing_end': nan}
3512	4442	Invalid end date	{'account_no': 4442, 'customer_number': 6899, 'age_group': '40-44', 'state': 'NSW', 'postcode': 2464.0, 'site_type': 'BUSINESS', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '8/7/20', 'cool_off': '22/7/20', 'billing_start': '28/7/20', 'billing_end': nan}
3513	4443	Invalid start date&Invalid end date	{'account_no': 4443, 'customer_number': 18013, 'age_group': '60-64', 'state': 'NSW', 'postcode': 2151.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '16/9/20', 'cool_off': '30/9/20', 'billing_start': nan, 'billing_end': nan}
3514	4445	Invalid end date	{'account_no': 4445, 'customer_number': 8582, 'age_group': '50-54', 'state': 'QLD', 'postcode': 4118.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '2/7/21', 'cool_off': '16/7/21', 'billing_start': '22/7/21', 'billing_end': nan}
3515	4446	Invalid start date	{'account_no': 4446, 'customer_number': 11069, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3138.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '9/8/21', 'cool_off': '23/8/21', 'billing_start': nan, 'billing_end': '16/8/21'}
3516	4447	Invalid end date	{'account_no': 4447, 'customer_number': 9827, 'age_group': '45-49', 'state': 'VIC', 'postcode': 3124.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '13/1/21', 'cool_off': '28/1/21', 'billing_start': '29/1/21', 'billing_end': nan}
3517	4448	Invalid end date	{'account_no': 4448, 'customer_number': 16948, 'age_group': '40-44', 'state': 'NSW', 'postcode': 2790.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '19/1/21', 'cool_off': '3/2/21', 'billing_start': '5/2/21', 'billing_end': nan}
3518	4449	Invalid end date	{'account_no': 4449, 'customer_number': 5510, 'age_group': '30-34', 'state': 'NSW', 'postcode': 2031.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Interval', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '21/7/20', 'cool_off': '4/8/20', 'billing_start': '6/8/20', 'billing_end': nan}
3519	4450	Invalid end date	{'account_no': 4450, 'customer_number': 190, 'age_group': '35-39', 'state': 'QLD', 'postcode': 4300.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '26/5/20', 'cool_off': '9/6/20', 'billing_start': '10/6/20', 'billing_end': nan}
3520	4451	Invalid start date	{'account_no': 4451, 'customer_number': 9737, 'age_group': '40-44', 'state': 'NSW', 'postcode': 2038.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '4/5/21', 'cool_off': '18/5/21', 'billing_start': nan, 'billing_end': '5/5/21'}
3521	4453	Invalid end date	{'account_no': 4453, 'customer_number': 406, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3400.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '22/1/21', 'cool_off': '8/2/21', 'billing_start': '8/2/21', 'billing_end': nan}
3522	4456	Invalid end date	{'account_no': 4456, 'customer_number': 11078, 'age_group': '45-49', 'state': 'NSW', 'postcode': 2567.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '19/7/21', 'cool_off': nan, 'billing_start': '26/7/21', 'billing_end': nan}
3523	4457	Invalid end date	{'account_no': 4457, 'customer_number': 9759, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3690.0, 'site_type': 'BUSINESS', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '9/9/20', 'cool_off': '23/9/20', 'billing_start': '22/9/20', 'billing_end': nan}
3524	4460	Invalid end date	{'account_no': 4460, 'customer_number': 10044, 'age_group': '50-54', 'state': 'VIC', 'postcode': 3950.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '18/3/20', 'cool_off': '1/4/20', 'billing_start': '2/4/20', 'billing_end': nan}
3525	4461	Invalid end date	{'account_no': 4461, 'customer_number': 4573, 'age_group': '30-34', 'state': 'VIC', 'postcode': 3181.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '11/11/20', 'cool_off': '25/11/20', 'billing_start': '25/11/20', 'billing_end': nan}
3526	4462	Invalid start date	{'account_no': 4462, 'customer_number': 8643, 'age_group': '40-44', 'state': 'VIC', 'postcode': 3109.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '8/5/21', 'cool_off': '21/5/21', 'billing_start': nan, 'billing_end': '19/5/21'}
3527	4463	Invalid end date	{'account_no': 4463, 'customer_number': 378, 'age_group': '60-64', 'state': 'SA', 'postcode': 5501.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '31/3/21', 'cool_off': '16/4/21', 'billing_start': '19/4/21', 'billing_end': nan}
3528	4464	Invalid start date	{'account_no': 4464, 'customer_number': 15135, 'age_group': '65-69', 'state': 'NSW', 'postcode': 2228.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Basic', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '31/7/21', 'cool_off': '13/8/21', 'billing_start': nan, 'billing_end': '5/8/21'}
3529	4466	Invalid end date	{'account_no': 4466, 'customer_number': 532, 'age_group': '50-54', 'state': 'NSW', 'postcode': 2111.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '24/2/21', 'cool_off': '10/3/21', 'billing_start': '16/3/21', 'billing_end': nan}
3530	4467	Invalid end date	{'account_no': 4467, 'customer_number': 7931, 'age_group': '55-59', 'state': 'VIC', 'postcode': 3875.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '28/6/21', 'cool_off': '13/7/21', 'billing_start': '14/7/21', 'billing_end': nan}
3531	4468	Invalid end date	{'account_no': 4468, 'customer_number': 16317, 'age_group': '40-44', 'state': 'QLD', 'postcode': 4152.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '8/12/20', 'cool_off': nan, 'billing_start': '9/12/20', 'billing_end': nan}
3532	4469	Invalid end date	{'account_no': 4469, 'customer_number': 6109, 'age_group': '<25', 'state': 'VIC', 'postcode': 3104.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Billing', 'green_power': 0, 'sale_date': '25/6/20', 'cool_off': nan, 'billing_start': '30/6/20', 'billing_end': nan}
3533	4470	Invalid start date&Invalid end date	{'account_no': 4470, 'customer_number': 33, 'age_group': '40-44', 'state': 'NSW', 'postcode': 2541.0, 'site_type': 'RESIDENTIAL', 'meter_type': 'Smart', 'billing_status': 'Cancelled', 'green_power': 0, 'sale_date': '19/8/20', 'cool_off': '3/9/20', 'billing_start': nan, 'billing_end': nan}
